"game_date","Home Team","Away Team","Period","Clock","Home Team Skaters","Away Team Skaters","Home Team Goals","Away Team Goals","Team","Player","Event","X Coordinate","Y Coordinate","Detail 1","Detail 2","Detail 3","Detail 4","Player 2","X Coordinate 2","Y Coordinate 2"
"2020-03-01","Erie Otters","London Knights","1","8:41","5","5","1","1","London Knights","Ryan Merkley","Incomplete Play","112","46","Direct",,,,"Jason Willms","122","69"
"2020-03-01","Erie Otters","London Knights","1","8:39","5","5","1","1","London Knights","Liam Foudy","Puck Recovery","101","51",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:39","5","5","1","1","Erie Otters","Kurtis Henry","Zone Entry","126","47","Carried",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","1","8:32","5","5","1","1","London Knights","Liam Foudy","Incomplete Play","129","77","Indirect",,,,"Ryan Merkley","127","82"
"2020-03-01","Erie Otters","London Knights","1","8:32","5","5","1","1","Erie Otters","Kurtis Henry","Puck Recovery","65","2",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:31","5","5","1","1","Erie Otters","Kurtis Henry","Play","77","3","Direct",,,,"Brendan Sellan","100","3"
"2020-03-01","Erie Otters","London Knights","1","8:26","5","5","1","1","London Knights","Liam Foudy","Takeaway","80","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:24","5","5","1","1","London Knights","Liam Foudy","Dump In/Out","94","64","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:24","5","5","1","1","Erie Otters","Daniel Murphy","Zone Entry","94","64","Dumped",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","1","8:21","5","5","1","1","Erie Otters","Daniel Murphy","Puck Recovery","20","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:19","5","5","1","1","Erie Otters","Chad Yetman","Faceoff Win","31","64","Backhand",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","1","8:18","5","5","1","1","Erie Otters","Jack Duff","Puck Recovery","0","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:15","5","5","1","1","Erie Otters","Jack Duff","Play","10","76","Indirect",,,,"Kyen Sopa","40","81"
"2020-03-01","Erie Otters","London Knights","1","8:13","5","5","1","1","Erie Otters","Kyen Sopa","Incomplete Play","48","79","Indirect",,,,"Chad Yetman","72","76"
"2020-03-01","Erie Otters","London Knights","1","8:11","5","5","1","1","London Knights","Markus Phillips","Puck Recovery","100","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:11","5","5","1","1","London Knights","Markus Phillips","Dump In/Out","100","3","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:11","5","5","1","1","Erie Otters","Matvey Guskov","Zone Entry","100","3","Dumped",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","1","8:09","5","5","1","1","London Knights","Matvey Guskov","Puck Recovery","143","9",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:09","5","5","1","1","London Knights","Matvey Guskov","Play","143","9","Indirect",,,,"Connor McMichael","146","12"
"2020-03-01","Erie Otters","London Knights","1","8:05","5","5","1","1","London Knights","Connor McMichael","Play","160","32","Direct",,,,"Johnny Gruden","163","49"
"2020-03-01","Erie Otters","London Knights","1","8:05","5","5","1","1","London Knights","Johnny Gruden","Incomplete Play","163","49","Direct",,,,"Matvey Guskov","182","32"
"2020-03-01","Erie Otters","London Knights","1","8:02","5","5","1","1","Erie Otters","Kyen Sopa","Puck Recovery","25","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","8:02","5","5","1","1","Erie Otters","Kyen Sopa","Play","25","80","Direct",,,,"Maxim Golod","73","82"
"2020-03-01","Erie Otters","London Knights","1","7:59","5","5","1","1","London Knights","Kyen Sopa","Zone Entry","125","82","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","7:57","5","5","1","1","Erie Otters","Kyen Sopa","Puck Recovery","155","82",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:55","5","5","1","1","London Knights","Connor McMichael","Puck Recovery","17","9",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:54","5","5","1","1","London Knights","Connor McMichael","Play","15","11","Indirect",,,,"Matvey Guskov","84","31"
"2020-03-01","Erie Otters","London Knights","1","7:53","5","5","1","1","London Knights","Matvey Guskov","Incomplete Play","84","31","Direct",,,,"Johnny Gruden","97","52"
"2020-03-01","Erie Otters","London Knights","1","7:51","5","5","1","1","Erie Otters","Jack Duff","Puck Recovery","80","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:49","5","5","1","1","Erie Otters","Jack Duff","Play","94","7","Direct",,,,"Kyen Sopa","110","63"
"2020-03-01","Erie Otters","London Knights","1","7:47","5","5","1","1","Erie Otters","Kyen Sopa","Play","111","66","Direct",,,,"Chad Yetman","128","57"
"2020-03-01","Erie Otters","London Knights","1","7:47","5","5","1","1","London Knights","Kyen Sopa","Zone Entry","125","59","Played",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","7:44","5","5","1","1","Erie Otters","Chad Yetman","Play","158","78","Indirect",,,,"Maxim Golod","197","32"
"2020-03-01","Erie Otters","London Knights","1","7:40","5","5","1","1","Erie Otters","Maxim Golod","Play","192","20","Direct",,,,"Kyen Sopa","165","28"
"2020-03-01","Erie Otters","London Knights","1","7:39","5","5","1","1","Erie Otters","Kyen Sopa","Shot","172","29","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","7:37","5","5","1","1","Erie Otters","Maxim Golod","Puck Recovery","189","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:35","5","5","1","1","Erie Otters","Maxim Golod","Play","159","6","Direct",,,,"Jamie Drysdale","127","75"
"2020-03-01","Erie Otters","London Knights","1","7:32","5","5","1","1","London Knights","Matvey Guskov","Takeaway","66","7",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:30","5","5","1","1","London Knights","Matvey Guskov","Play","84","7","Direct",,,,"Alec Regula","89","51"
"2020-03-01","Erie Otters","London Knights","1","7:28","5","5","1","1","Erie Otters","Alec Regula","Zone Entry","125","53","Carried",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","1","7:26","5","5","1","1","London Knights","Alec Regula","Shot","155","51","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","7:25","5","5","1","1","London Knights","Alec Regula","Puck Recovery","168","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:24","5","5","1","1","Erie Otters","Jack Duff","Takeaway","28","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:22","5","5","1","1","Erie Otters","Jack Duff","Play","42","53","Direct",,,,"Maxim Golod","71","76"
"2020-03-01","Erie Otters","London Knights","1","7:19","5","5","1","1","London Knights","Johnny Gruden","Zone Entry","125","79","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","7:18","5","5","1","1","Erie Otters","Maxim Golod","Play","139","70","Indirect",,,,"Chad Yetman","139","70"
"2020-03-01","Erie Otters","London Knights","1","7:14","5","5","1","1","London Knights","Johnny Gruden","Puck Recovery","29","32",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:12","5","5","1","1","London Knights","Johnny Gruden","Play","49","8","Direct",,,,"Nathan Dunkley","81","30"
"2020-03-01","Erie Otters","London Knights","1","7:09","5","5","1","1","London Knights","Nathan Dunkley","Dump In/Out","122","47","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:09","5","5","1","1","Erie Otters","Nathan Dunkley","Zone Entry","122","47","Dumped",,,,"Cameron Morton",,
"2020-03-01","Erie Otters","London Knights","1","7:06","5","5","1","1","London Knights","Nathan Dunkley","Puck Recovery","185","76",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","7:06","5","5","1","1","London Knights","Nathan Dunkley","Play","187","77","Indirect",,,,"Sahil Panwar","182","79"
"2020-03-01","Erie Otters","London Knights","1","6:59","5","5","1","1","London Knights","Sahil Panwar","Play","176","76","Direct",,,,"Nathan Dunkley","184","79"
"2020-03-01","Erie Otters","London Knights","1","6:56","5","5","1","1","London Knights","Nathan Dunkley","Play","151","81","Direct",,,,"Gerard Keane","130","82"
"2020-03-01","Erie Otters","London Knights","1","6:52","5","5","1","1","London Knights","Gerard Keane","Incomplete Play","130","71","Indirect",,,,"Sahil Panwar","164","82"
"2020-03-01","Erie Otters","London Knights","1","6:51","5","5","1","1","Erie Otters","Elias Cohen","Takeaway","40","6",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:49","5","5","1","1","Erie Otters","Elias Cohen","Incomplete Play","66","6","Indirect",,,,"Matthew MacDougall","89","64"
"2020-03-01","Erie Otters","London Knights","1","6:47","5","5","1","1","London Knights","Hunter Skinner","Takeaway","119","6",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:45","5","5","1","1","Erie Otters","Drew Hunter","Zone Entry","126","3","Carried",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","1","6:44","5","5","1","1","Erie Otters","Drew Hunter","Puck Recovery","62","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:43","5","5","1","1","Erie Otters","Elias Cohen","Puck Recovery","18","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:42","5","5","1","1","Erie Otters","Elias Cohen","Play","2","50","Indirect",,,,"Drew Hunter","4","62"
"2020-03-01","Erie Otters","London Knights","1","6:36","5","5","1","1","Erie Otters","Drew Hunter","Incomplete Play","78","0","Indirect",,,,"Austen Swankler","106","0"
"2020-03-01","Erie Otters","London Knights","1","6:31","5","5","1","1","London Knights","Hunter Skinner","Puck Recovery","3","26",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:31","5","5","1","1","Erie Otters","Brendan Hoffmann","Faceoff Win","31","64","Backhand",,,,"Jacob Golden",,
"2020-03-01","Erie Otters","London Knights","1","6:30","5","5","1","1","Erie Otters","Jacob Golden","Puck Recovery","10","69",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:29","5","5","1","1","Erie Otters","Jacob Golden","Play","10","69","Direct",,,,"Kurtis Henry","3","39"
"2020-03-01","Erie Otters","London Knights","1","6:27","5","5","1","1","Erie Otters","Kurtis Henry","Play","6","23","Direct",,,,"Daniel D'Amato","29","4"
"2020-03-01","Erie Otters","London Knights","1","6:26","5","5","1","1","Erie Otters","Daniel D'Amato","Incomplete Play","54","10","Direct",,,,"Brendan Hoffmann","51","36"
"2020-03-01","Erie Otters","London Knights","1","6:25","5","5","1","1","Erie Otters","Daniel D'Amato","Puck Recovery","53","21",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:25","5","5","1","1","Erie Otters","Daniel D'Amato","Play","57","25","Direct",,,,"Brendan Hoffmann","86","56"
"2020-03-01","Erie Otters","London Knights","1","6:22","5","5","1","1","London Knights","Gerard Keane","Zone Entry","125","67","Carried",,,,"Hunter Skinner",,
"2020-03-01","Erie Otters","London Knights","1","6:19","5","5","1","1","Erie Otters","Brendan Hoffmann","Play","195","64","Indirect",,,,"Brendan Sellan","198","33"
"2020-03-01","Erie Otters","London Knights","1","6:18","5","5","1","1","London Knights","Gerard Keane","Puck Recovery","2","52",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:17","5","5","1","1","London Knights","Gerard Keane","Play","1","55","Indirect",,,,"Billy Moskal","32","83"
"2020-03-01","Erie Otters","London Knights","1","6:11","5","5","1","1","London Knights","Billy Moskal","Play","67","79","Direct",,,,"Hunter Skinner","37","46"
"2020-03-01","Erie Otters","London Knights","1","6:09","5","5","1","1","London Knights","Hunter Skinner","Play","45","23","Indirect",,,,"Liam Foudy","88","4"
"2020-03-01","Erie Otters","London Knights","1","6:08","5","5","1","1","London Knights","Liam Foudy","Incomplete Play","88","4","Direct",,,,"Billy Moskal","108","64"
"2020-03-01","Erie Otters","London Knights","1","6:07","5","5","1","1","Erie Otters","Kurtis Henry","Takeaway","83","34",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:07","5","5","1","1","Erie Otters","Kurtis Henry","Incomplete Play","83","34","Direct",,,,"Brendan Sellan","102","21"
"2020-03-01","Erie Otters","London Knights","1","6:05","5","5","1","1","London Knights","Gerard Keane","Puck Recovery","57","59",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","6:04","5","5","1","1","London Knights","Gerard Keane","Play","52","54","Direct",,,,"Hunter Skinner","38","25"
"2020-03-01","Erie Otters","London Knights","1","6:02","5","5","1","1","London Knights","Hunter Skinner","Play","33","20","Direct",,,,"Gerard Keane","44","64"
"2020-03-01","Erie Otters","London Knights","1","5:58","5","5","1","1","London Knights","Gerard Keane","Incomplete Play","92","78","Direct",,,,"Jason Willms","122","53"
"2020-03-01","Erie Otters","London Knights","1","5:56","5","5","1","1","Erie Otters","Daniel D'Amato","Puck Recovery","80","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:56","5","5","1","1","Erie Otters","Daniel D'Amato","Play","80","43","Direct",,,,"Brendan Hoffmann","84","39"
"2020-03-01","Erie Otters","London Knights","1","5:54","5","5","1","1","Erie Otters","Brendan Hoffmann","Incomplete Play","124","34","Direct",,,,"Brendan Sellan","126","14"
"2020-03-01","Erie Otters","London Knights","1","5:54","5","5","1","1","London Knights","Jason Willms","Zone Entry","124","34","Played",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","1","5:53","5","5","1","1","London Knights","Jason Willms","Puck Recovery","70","75",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:53","5","5","1","1","London Knights","Jason Willms","Play","70","75","Direct",,,,"Liam Foudy","87","19"
"2020-03-01","Erie Otters","London Knights","1","5:45","5","5","1","1","Erie Otters","Chad Yetman","Zone Entry","126","43","Carried",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","1","5:41","5","5","1","1","London Knights","Liam Foudy","Play","131","32","Direct",,,,"Billy Moskal","173","6"
"2020-03-01","Erie Otters","London Knights","1","5:38","5","5","1","1","London Knights","Billy Moskal","Incomplete Play","181","22","Direct",,,,"Markus Phillips","141","15"
"2020-03-01","Erie Otters","London Knights","1","5:37","5","5","1","1","Erie Otters","Chad Yetman","Takeaway","46","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:34","5","5","1","1","Erie Otters","Chad Yetman","Incomplete Play","113","49","Direct",,,,"Brendan Sellan","105","24"
"2020-03-01","Erie Otters","London Knights","1","5:33","5","5","1","1","London Knights","Alec Regula","Puck Recovery","75","65",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:32","5","5","1","1","London Knights","Alec Regula","Play","53","68","Direct",,,,"Liam Foudy","69","75"
"2020-03-01","Erie Otters","London Knights","1","5:31","5","5","1","1","London Knights","Liam Foudy","Play","65","80","Direct",,,,"Jason Willms","66","63"
"2020-03-01","Erie Otters","London Knights","1","5:28","5","5","1","1","London Knights","Jason Willms","Play","53","53","Direct",,,,"Alec Regula","36","29"
"2020-03-01","Erie Otters","London Knights","1","5:24","5","5","1","1","London Knights","Alec Regula","Play","88","30","Direct",,,,"Jason Willms","110","68"
"2020-03-01","Erie Otters","London Knights","1","5:22","5","5","1","1","Erie Otters","Jason Willms","Zone Entry","126","73","Carried",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","1","5:21","5","5","1","1","London Knights","Jason Willms","Shot","152","62","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","5:18","5","5","1","1","London Knights","Liam Foudy","Puck Recovery","153","4",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:18","5","5","1","1","London Knights","Liam Foudy","Play","153","4","Indirect",,,,"Billy Moskal","162","6"
"2020-03-01","Erie Otters","London Knights","1","5:14","5","5","1","1","Erie Otters","Chad Yetman","Puck Recovery","36","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:13","5","5","1","1","Erie Otters","Chad Yetman","Play","63","25","Direct",,,,"Maxim Golod","77","3"
"2020-03-01","Erie Otters","London Knights","1","5:11","5","5","1","1","Erie Otters","Maxim Golod","Incomplete Play","98","11","Direct",,,,"Kyen Sopa","111","57"
"2020-03-01","Erie Otters","London Knights","1","5:09","5","5","1","1","London Knights","Markus Phillips","Puck Recovery","65","7",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:09","5","5","1","1","London Knights","Markus Phillips","Incomplete Play","65","7","Indirect",,,,"Billy Moskal","79","18"
"2020-03-01","Erie Otters","London Knights","1","5:07","5","5","1","1","Erie Otters","Chad Yetman","Puck Recovery","118","71",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:05","5","5","1","1","Erie Otters","Maxim Golod","Puck Recovery","82","76",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","5:01","5","5","1","1","Erie Otters","Maxim Golod","Play","50","73","Direct",,,,"Jack Duff","27","20"
"2020-03-01","Erie Otters","London Knights","1","4:53","6","5","1","1","Erie Otters","Jack Duff","Play","53","16","Direct",,,,"Jamie Drysdale","56","59"
"2020-03-01","Erie Otters","London Knights","1","4:50","6","5","1","1","Erie Otters","Jamie Drysdale","Play","39","66","Direct",,,,"Jack Duff","27","21"
"2020-03-01","Erie Otters","London Knights","1","4:48","6","5","1","1","Erie Otters","Jack Duff","Play","48","16","Direct",,,,"Austen Swankler","29","15"
"2020-03-01","Erie Otters","London Knights","1","4:42","6","5","1","1","London Knights","Austen Swankler","Zone Entry","124","50","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","4:41","6","5","1","1","Erie Otters","Austen Swankler","Shot","147","48","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","4:40","6","5","1","1","Erie Otters","Matthew MacDougall","Puck Recovery","177","13",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:36","6","5","1","1","Erie Otters","Drew Hunter","Puck Recovery","128","0",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:36","6","5","1","1","Erie Otters","Drew Hunter","Play","128","0","Direct",,,,"Jamie Drysdale","128","56"
"2020-03-01","Erie Otters","London Knights","1","4:33","6","5","1","1","Erie Otters","Jamie Drysdale","Play","129","81","Indirect",,,,"Elias Cohen","195","54"
"2020-03-01","Erie Otters","London Knights","1","4:29","6","5","1","1","Erie Otters","Elias Cohen","Incomplete Play","195","60","Indirect",,,,"Matthew MacDougall","194","23"
"2020-03-01","Erie Otters","London Knights","1","4:28","6","5","1","1","London Knights","Connor McMichael","Takeaway","1","53",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:28","6","5","1","1","London Knights","Liam Foudy","Penalty Taken","154","6","High-sticking",,,,"Connor McMichael",,
"2020-03-01","Erie Otters","London Knights","1","4:28","5","4","1","1","London Knights","Billy Moskal","Faceoff Win","31","21","Backhand",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","4:27","5","4","1","1","London Knights","Markus Phillips","Puck Recovery","30","13",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:27","5","4","1","1","London Knights","Markus Phillips","Dump In/Out","30","13","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:24","5","4","1","1","Erie Otters","Daniel Murphy","Puck Recovery","18","38",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:18","5","4","1","1","Erie Otters","Daniel Murphy","Play","3","36","Indirect",,,,"Jacob Golden","2","41"
"2020-03-01","Erie Otters","London Knights","1","4:14","5","4","1","1","Erie Otters","Jacob Golden","Play","15","58","Direct",,,,"Jamie Drysdale","53","80"
"2020-03-01","Erie Otters","London Knights","1","4:12","5","4","1","1","Erie Otters","Jamie Drysdale","Play","73","74","Direct",,,,"Maxim Golod","102","0"
"2020-03-01","Erie Otters","London Knights","1","4:11","5","4","1","1","London Knights","Luke Evangelista","Zone Entry","124","2","Carried",,,,"Ryan Merkley",,
"2020-03-01","Erie Otters","London Knights","1","4:09","5","4","1","1","Erie Otters","Maxim Golod","Incomplete Play","143","6","Indirect",,,,"Chad Yetman","167","3"
"2020-03-01","Erie Otters","London Knights","1","4:08","5","4","1","1","London Knights","Luke Evangelista","Takeaway","38","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:06","5","4","1","1","London Knights","Luke Evangelista","Dump In/Out","42","80","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:02","5","4","1","1","Erie Otters","Daniel Murphy","Puck Recovery","0","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","4:00","5","4","1","1","Erie Otters","Daniel Murphy","Play","5","42","Indirect",,,,"Jacob Golden","5","42"
"2020-03-01","Erie Otters","London Knights","1","3:57","5","4","1","1","Erie Otters","Jacob Golden","Play","44","60","Direct",,,,"Chad Yetman","75","50"
"2020-03-01","Erie Otters","London Knights","1","3:54","5","4","1","1","London Knights","Connor McMichael","Zone Entry","125","37","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","3:52","5","4","1","1","Erie Otters","Chad Yetman","Incomplete Play","150","32","Direct",,,,"Maxim Golod","170","26"
"2020-03-01","Erie Otters","London Knights","1","3:51","5","4","1","1","London Knights","Connor McMichael","Puck Recovery","29","52",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","3:50","5","4","1","1","London Knights","Connor McMichael","Dump In/Out","31","52","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","1","3:45","5","4","1","1","Erie Otters","Jacob Golden","Puck Recovery","37","22",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","3:33","5","4","1","1","London Knights","Alec Regula","Zone Entry","124","54","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","1","3:31","5","4","1","1","Erie Otters","Jacob Golden","Incomplete Play","167","53","Direct",,,,"Connor Lockhart","177","39"
"2020-03-01","Erie Otters","London Knights","1","3:29","5","4","1","1","London Knights","Alec Regula","Puck Recovery","8","62",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","3:28","5","4","1","1","London Knights","Alec Regula","Play","13","78","Indirect",,,,"Jason Willms","72","82"
"2020-03-01","Erie Otters","London Knights","1","3:26","5","4","1","1","London Knights","Jason Willms","Play","78","80","Direct",,,,"Connor McMichael","94","37"
"2020-03-01","Erie Otters","London Knights","1","3:25","5","4","1","1","Erie Otters","Connor McMichael","Zone Entry","125","41","Carried",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","1","3:23","5","4","1","1","London Knights","Connor McMichael","Shot","181","42","Wristshot","Missed","f","f",,,
"2020-03-01","Erie Otters","London Knights","1","3:22","5","4","1","1","Erie Otters","Matthew MacDougall","Puck Recovery","6","56",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","3:21","5","4","1","1","Erie Otters","Matthew MacDougall","Play","10","66","Indirect",,,,"Jamie Drysdale","1","61"
"2020-03-01","Erie Otters","London Knights","1","3:15","5","4","1","1","Erie Otters","Jamie Drysdale","Play","24","57","Direct",,,,"Maxim Golod","52","10"
"2020-03-01","Erie Otters","London Knights","1","3:11","5","4","1","1","London Knights","Kyen Sopa","Zone Entry","124","27","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","1","3:11","5","4","1","1","Erie Otters","Maxim Golod","Play","133","22","Indirect",,,,"Matthew MacDougall","133","6"
"2020-03-01","Erie Otters","London Knights","1","3:09","5","4","1","1","Erie Otters","Matthew MacDougall","Play","143","7","Direct",,,,"Drew Hunter","129","11"
"2020-03-01","Erie Otters","London Knights","1","3:08","5","4","1","1","Erie Otters","Drew Hunter","Play","129","11","Direct",,,,"Matthew MacDougall","151","9"
"2020-03-01","Erie Otters","London Knights","1","3:07","5","4","1","1","Erie Otters","Matthew MacDougall","Play","160","8","Direct",,,,"Kyen Sopa","132","51"
"2020-03-01","Erie Otters","London Knights","1","3:05","5","4","1","1","Erie Otters","Kyen Sopa","Play","144","64","Direct",,,,"Drew Hunter","133","37"
"2020-03-01","Erie Otters","London Knights","1","3:01","5","4","1","1","Erie Otters","Drew Hunter","Play","137","24","Direct",,,,"Kyen Sopa","130","59"
"2020-03-01","Erie Otters","London Knights","1","2:59","5","4","1","1","Erie Otters","Kyen Sopa","Shot","144","58","Wristshot","Missed","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","2:56","5","4","1","1","Erie Otters","Matthew MacDougall","Puck Recovery","162","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:56","5","4","1","1","Erie Otters","Matthew MacDougall","Play","162","3","Indirect",,,,"Drew Hunter","130","6"
"2020-03-01","Erie Otters","London Knights","1","2:55","5","4","1","1","Erie Otters","Drew Hunter","Play","127","10","Direct",,,,"Kyen Sopa","131","60"
"2020-03-01","Erie Otters","London Knights","1","2:54","5","4","1","1","Erie Otters","Kyen Sopa","Incomplete Play","142","57","Direct",,,,"Matthew MacDougall","151","12"
"2020-03-01","Erie Otters","London Knights","1","2:52","5","4","1","1","London Knights","Luke Evangelista","Puck Recovery","66","70",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:49","5","4","1","1","Erie Otters","Alec Regula","Zone Entry","125","76","Carried",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","1","2:47","5","4","1","1","London Knights","Luke Evangelista","Play","158","56","Direct",,,,"Alec Regula","151","70"
"2020-03-01","Erie Otters","London Knights","1","2:37","5","4","1","1","London Knights","Alec Regula","Shot","164","45","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","2:34","5","4","1","1","London Knights","Luke Evangelista","Puck Recovery","181","4",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:33","5","4","1","1","London Knights","Luke Evangelista","Play","156","7","Direct",,,,"Ryan Merkley","84","58"
"2020-03-01","Erie Otters","London Knights","1","2:25","5","5","1","1","Erie Otters","Alec Regula","Zone Entry","126","65","Carried",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","1","2:24","5","5","1","1","London Knights","Ryan Merkley","Play","136","66","Direct",,,,"Alec Regula","135","32"
"2020-03-01","Erie Otters","London Knights","1","2:23","5","5","1","1","London Knights","Alec Regula","Shot","152","47","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","2:22","5","5","1","1","London Knights","Ryan Merkley","Puck Recovery","190","61",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:22","5","5","1","1","London Knights","Ryan Merkley","Play","190","61","Direct",,,,"Liam Foudy","184","50"
"2020-03-01","Erie Otters","London Knights","1","2:20","5","5","1","1","London Knights","Liam Foudy","Shot","189","51","Snapshot","Missed","f","f",,,
"2020-03-01","Erie Otters","London Knights","1","2:17","5","5","1","1","London Knights","Billy Moskal","Puck Recovery","149","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:17","5","5","1","1","London Knights","Billy Moskal","Play","149","3","Indirect",,,,"Liam Foudy","192","72"
"2020-03-01","Erie Otters","London Knights","1","2:14","5","5","1","1","London Knights","Liam Foudy","Incomplete Play","175","79","Direct",,,,"Ryan Merkley","160","49"
"2020-03-01","Erie Otters","London Knights","1","2:12","5","5","1","1","Erie Otters","Austen Swankler","Puck Recovery","50","27",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:12","5","5","1","1","Erie Otters","Austen Swankler","Incomplete Play","50","27","Direct",,,,"Kyen Sopa","55","36"
"2020-03-01","Erie Otters","London Knights","1","2:10","5","5","1","1","London Knights","Gerard Keane","Puck Recovery","126","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","1","2:10","5","5","1","1","London Knights","Gerard Keane","Shot","129","37","Wristshot","Missed","t","f",,,
"2020-03-01","Erie Otters","London Knights","1","2:10","5","5","1","1","London Knights","Luke Evangelista","Shot","175","45","Deflection","On Net","f","f",,,
